"session","session_id","study_id","iteration","created","modified","ended","expired","consent_text_mandatory","Q2","Q4_oa","Q4_rdm","Q4_fair","Q4_code","Q4_material","Q4_prereg","Q4_rr","Q5_oa","Q5_rdm","Q5_fair","Q5_code","Q5_material","Q5_prereg","Q5_rr","Q6_oa","Q6_rdm","Q6_fair","Q6_code","Q6_material","Q6_prereg","Q6_rr","Q6_oa_comment","Q6_rdm_comment","Q6_fair_comment","Q6_code_comment","Q6_material_comment","Q6_prereg_comment","Q6_rr_comment","Q7_oa","Q7_rdm","Q7_fair","Q7_code","Q7_material","Q7_prereg","Q7_rr","Q7_oa_comment","Q7_rdm_comment","Q7_fair_comment","Q7_code_comment","Q7_material_comment","Q7_prereg_comment","Q7_rr_comment","Q10_oa","Q10_rdm","Q10_fair","Q10_ethics","Q10_privacy","Q10_code","Q10_material","Q10_license","Q10_prereg","Q10_other_1","Q10_other_2","Q10_other_3","Q11_online","Q11_colloquium","Q11_consulting","Q11_mentoring","Q11_network","Q11_other_1","Q11_other_2","Q11_other_3","Q8_nb_pub","Q8_IF","Q8_quality","Q8_author_role","Q8_citation","Q8_grant","Q8_impact","Q8_teaching","Q8_supervision","Q8_services","Q8_citizenship","Q8_awards","Q8_network","Q8_ORPs","Q8_other_1","Q8_other_2","Q8_other_3","Q9_nb_pub","Q9_IF","Q9_quality","Q9_author_role","Q9_citation","Q9_grant","Q9_impact","Q9_teaching","Q9_supervision","Q9_services","Q9_citizenship","Q9_awards","Q9_network","Q9_ORPs","Q9_other_1","Q9_other_2","Q9_other_3","Q13","Q12_1","Q12_2","Q12_3","Q12_4","Q12_5","Q10_recruitment"
"WbeBLtcWePU_IBZhhzk3jgEgw8VOqcbfYIQrTEmCJpm0p_adLP0PuCSwdEnXA-x0","187990","592","244","2025-01-13 12:51:25","2025-01-13 12:51:25","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"2hqMh5i8eo01FJFmRV9h6u6QgauljYO-fkvDQ4LPz9xuVxfA0Kd6hLYRNARco5ef","187998","592","245","2025-01-13 12:55:00","2025-01-13 12:55:00","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"ecCQNHDgubKiq30-bKAw0n3X5g2_BDhVDNud4hg3ICPJM88koc5eH_zDokKrZh5I","188005","592","246","2025-01-13 13:05:34","2025-01-13 13:13:44","2025-01-13 13:13:44","","1","PostDocs","using","using","unsure","aware","using","unsure","unsure","beneficial","beneficial","beneficial","beneficial","beneficial","beneficial","beneficial","none","training","training, incentives, policy","training, none","training, none","none","unsure","","","","","","","","no","no","no","no","no","no","no","","","","","","","","none_needed","written","written","written","written","written","none_needed","written","written","","","","useful","useful","useful","useful","useful","","","","considerably","considerably","considerably","considerably","moderately","moderately","considerably","slightly","slightly","slightly","slightly","moderately","moderately","slightly","","","","considerably","considerably","considerably","considerably","moderately","moderately","moderately","moderately","moderately","moderately","slightly","moderately","moderately","considerably","","","","no","","","","","","workshop"
"raJS9QWQl1TK33Ny5Q0f4H3w4NTz7GXCwvbj7nbXq567hj3ASSA5c-Axo9MgtGCa","188006","592","247","2025-01-13 13:05:35","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"6DU1i48ex5sYkD0WmD8qwG4go6pl4YFZUF2yOWNdu-p3ILph_rTfRZsOzhqVpHJn","188007","592","248","2025-01-13 13:05:35","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"OsnV3cVCco1g0kTam6dY2SfwKLC5aCIYTew-AIx1uujGzMlWHY2SWlAu2AOPpspt","188008","592","249","2025-01-13 13:05:35","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"3d7HBijcFrqgxJvtNcgdHDnfbWJhZnt6JOJ-XmMsLxfIryxj_IHnzIaGN9nicd5U","188009","592","250","2025-01-13 13:05:35","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"LAOJLp0gfAc1JY6o24uT9q35RlmzkdeQmlIbu_MzU33pVKCfKSWPAOlQhgDX5HC4","188021","592","251","2025-01-13 13:28:45","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"27JVBI-bknSGzaWmhC8cPftZLUr5EMsYAP5IysHH-n3ZxyrVDVdj6hqAChOB-1Zy","188022","592","252","2025-01-13 13:28:45","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"rvaiCB11M0RYO-Mqts5kHx4rxwJJpBzKrFAsw6_tTZA0abVxLWcO5VMTWGjGTmiw","188033","592","253","2025-01-13 13:55:34","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"xpqj1eC627kuiJT4bPioiWiRCwTHbOPQ38TYSD3iGopIR6TVgxJftysmXkshXSvs","188034","592","254","2025-01-13 13:55:34","2025-01-13 14:20:14","2025-01-13 14:20:14","","1","PhDStudent","using","aware","using","using","using","aware","aware","beneficial","beneficial","beneficial","beneficial","beneficial","beneficial","beneficial","other","unsure","other","training, other","other","unsure","unsure","When selected ""other"" as a barrier to adopt open research practices, I was referring to the lack of relevant data to make it publicly available. ","","When selected ""other"" as a barrier to adopt open research practices, I was referring to the lack of relevant data to make it publicly available. ","When selected ""other"" as a barrier to adopt open research practices, I was referring to the lack of relevant data to make it publicly available. ","When selected ""other"" as a barrier to adopt open research practices, I was referring to the lack of relevant data to make it publicly available. ","","","no","no","no","no","no","no","no","","","","","","","","written","written","workshop","unsure","unsure","workshop","workshop","none_wanted","written","","","","useful","useful","essential","essential","essential","","","","moderately","moderately","moderately","moderately","moderately","moderately","moderately","moderately","moderately","slightly","unsure","moderately","moderately","unsure","","","","moderately","moderately","moderately","moderately","moderately","moderately","moderately","moderately","moderately","moderately","unsure","moderately","moderately","moderately","","","","no","","","","","","written"
"A9gWWvPItFbM74bVecS4SzAuzgaRplb8uebXE0ppoL1YVGOgwjzjCtKlUzb5sV5E","188045","592","255","2025-01-13 14:20:09","2025-01-13 14:23:04","","","1","PostDocs","practicing","aware","aware","aware","using","unsure","unsure","detrimental","neutral","neutral","neutral","neutral","neutral","neutral","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"iKibkVLy0LtLkEblgZBiO-H8fcp-6Zg0ZboUbL3aGw6b1aD8jho-lrjbRXPHqk9s","188061","592","256","2025-01-13 14:42:53","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"HTIcpYfomKGKicZSDceQsNTm4uq6YO1gHzNs5cS0Oq1fGt-qVKIKa8BMI6en1TRo","188062","592","257","2025-01-13 14:42:53","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"02rtHLkx3Z2tCbPVKqfEzXtLGpgw217UpwYQsGXWRJlvs1U255rZxOZ7VZ9zfpn9","188067","592","258","2025-01-13 14:52:45","2025-01-13 16:30:14","","","1","SupportStaff","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
